"","estacion","departamento","provincia","municipio","latitud","longitud","altitud","tipo","propietario","financiador"
308,"Vino Tinto","Paz","Murillo","La Paz",-16.4808,-68.1392,3865,"Meteorológica de 4to Orden","SENAMHI","OMM"
309,"Zongo - Plataforma - A","Paz","Murillo","La Paz",-16.2814,-68.1208,4762,"Meteorológica de 1er Orden","SENAMHI","FAO"
310,"Mecapaca","Paz","Murillo","Mecapaca",-16.6711,-68.0183,2680,"Meteorológica de 3er Orden","SENAMHI","OMM"
311,"Palca","Paz","Murillo","Palca",-16.5606,-67.9514,3478,"Meteorológica de 2do Orden","SENAMHI","OMM"
312,"Pinaya","Paz","Murillo","Palca",-16.6383,-67.8583,3870,"Meteorológica de 4to Orden","SENAMHI","OMM"
313,"Camata","Paz","Muñecas","Ayata",-15.2483,-68.745,2250,"Meteorológica de 3er Orden","SENAMHI","OMM"
314,"Coripata","Paz","Nor Yungas","Coripata",-16.3242,-67.6044,1788,"Meteorológica de 3er Orden","SENAMHI","OMM"
315,"Dorado Chico - GPRS","Paz","Nor Yungas","Coripata",-16.2744,-67.6261,1639,"Meteorológica de 2do Orden","SENAMHI","FAO"
316,"Chuspipata","Paz","Nor Yungas","Coroico",-16.3039,-67.8153,2993,"Meteorológica de 3er Orden","Universidad Mayor de San Andres - IHH","Universidad Mayor de San Andres - IHH"
317,"Incapampa","Paz","Nor Yungas","Coroico",-16.2256,-67.7281,1586,"Meteorológica de 3er Orden","SENAMHI","FAO"
318,"El Belen","Paz","Omasuyos","Achacachi",-16.0164,-68.6978,3833,"Meteorológica de 3er Orden","SENAMHI","OMM"
319,"Ancoraimes","Paz","Omasuyos","Ancoraimes",-15.8983,-68.9042,3882,"Meteorológica de 4to Orden","SENAMHI","FAO"
320,"Chua Cocani - GPRS","Paz","Omasuyos","Chua",-16.1846,-68.7488,0,"Meteorológica de 2do Orden","Cuenca Katari - MMAyA","BID"
321,"Huarina - GPRS","Paz","Omasuyos","Huarina",-16.1801,-68.6329,0,"Meteorológica de 2do Orden","Cuenca Katari - MMAyA","BID"
322,"Huatajata IRD","Paz","Omasuyos","Huarina",-16.2133,-68.69,3829,"Meteorológica de 2do Orden","IRD","IRD"
323,"Santiago de Huata","Paz","Omasuyos","Santiago de Huata",-16.0511,-68.8103,3845,"Meteorológica de 3er Orden","SENAMHI","OMM"
324,"Calacoto","Paz","Pacajes","Calacoto",-17.2806,-68.6356,3830,"Meteorológica de 3er Orden","SENAMHI","OMM"
325,"Santiago de Callapa (GPRS)","Paz","Pacajes","Callapa",-17.4764,-68.3561,3791,"Meteorológica de 2do Orden","SENAMHI","FAO"
326,"Achiri","Paz","Pacajes","Caquiaviri",-17.2117,-68.9994,3880,"Meteorológica de 3er Orden","SENAMHI","OMM"
327,"Jihuacuta","Paz","Pacajes","Caquiaviri",-16.8581,-68.6622,3912,"Meteorológica de 4to Orden","SENAMHI","OMM"
328,"Berenguela","Paz","Pacajes","Charaña",-17.2889,-69.2142,4145,"Meteorológica de 4to Orden","SENAMHI","OMM"
329,"Charaña - A","Paz","Pacajes","Charaña",-17.5912,-69.4485,4074,"Meteorológica de 2do Orden","IRD","IRD"
330,"Charaña - GPRS","Paz","Pacajes","Charaña",-17.5833,-69.4486,4000,"Meteorológica de 2do Orden","SENAMHI","FAO"
331,"Comanche - A","Paz","Pacajes","Coro Coro",-17.05,-68.4833,4097,"Meteorológica de 2do Orden","MMAyA (Ministerio de Medio Ambiente y Agua)","MMAyA (Ministerio de Medio Ambiente y Agua)"
332,"Chulumani - GPRS","Paz","Sud Yungas","Chulumani",-16.4086,-67.5275,1750,"Meteorológica de 2do Orden","SENAMHI","FAO"
333,"Miguillas","Paz","Sud Yungas","Irupana",-16.5519,-67.3389,1055,"Meteorológica de 4to Orden","ISOLUX","ISOLUX"
334,"Vila Vila - A","Paz","Sud Yungas","Irupana",-16.5436,-67.4336,2382,"Meteorológica de 1er Orden","SENAMHI","FAO"
335,"La Asunta - GPRS","Paz","Sud Yungas","La Asunta",-16.1267,-67.1967,756,"Meteorológica de 2do Orden","SENAMHI","FAO"
336,"Covendo","Paz","Sud Yungas","Palos Blancos",-15.83,-66.9497,500,"Meteorológica de 4to Orden","SENAMHI","OMM"
337,"Sapecho - GPRS","Paz","Sud Yungas","Palos Blancos",-15.5656,-67.325,410,"Meteorológica de 2do Orden","SENAMHI","FAO"
338,"Yanacachi - GPRS","Paz","Sud Yungas","Yanacachi",-16.3894,-67.7431,1920,"Meteorológica de 3er Orden","SENAMHI","FAO"
339,"Cerro Pelado","Paz","Sur Yungas","Palos Blancos",-15.4475,-67.1647,959,"Meteorológica de 4to Orden","SENAMHI","FAO"
340,"Sacaca","Potosi","Alonzo de Ibañez","Villa de Sacaca",-18.0667,-66.3833,3722,"Meteorológica de 3er Orden","SENAMHI","OMM"
341,"Chaquilla","Potosi","Antonio Quijarro","Porco",-19.8569,-66.1333,3599,"Meteorológica de 4to Orden","SENAMHI","OMM"
342,"Kilpani","Potosi","Antonio Quijarro","Tomave",-19.7811,-66.3483,3974,"Meteorológica de 4to Orden","SENAMHI","FAO"
343,"Lago Toro","Potosi","Antonio Quijarro","Tomave",-19.7008,-66.4075,4395,"Meteorológica de 4to Orden","SENAMHI","FAO"
344,"Molinos Pampa","Potosi","Antonio Quijarro","Tomave",-20.0697,-66.3378,3295,"Meteorológica de 4to Orden","SENAMHI","FAO"
345,"Tica Tica","Potosi","Antonio Quijarro","Tomave",-20.1833,-66.0167,3820,"Meteorológica de 4to Orden","SENAMHI","OMM"
346,"Tomave","Potosi","Antonio Quijarro","Tomave",-20.0672,-66.5311,3911,"Meteorológica de 3er Orden","SENAMHI","OMM"
347,"Uyuni","Potosi","Antonio Quijarro","Uyuni",-20.4722,-66.8314,3680,"Meteorológica de 3er Orden","SENAMHI","OMM"
348,"Uyuni - Aeropuerto","Potosi","Antonio Quijarro","Uyuni",-20.45,-66.8422,4000,"Meteorológica de 2do Orden","AASANA","AASANA"
349,"S. Pedro de Buena Vista - GPRS","Potosi","Charcas","San Pedro de Buena Vista",-18.26,-65.9922,2807,"Meteorológica de 2do Orden","EVAs - Municipio","EVAs - Municipio"
350,"Toro Toro","Potosi","Charcas","Toro Toro",-18.1833,-65.7167,2080,"Meteorológica de 3er Orden","SENAMHI","OMM"
351,"Ayoma","Potosi","Chayanta","Colquechaca",-18.8697,-66.1492,3522,"Meteorológica de 3er Orden","SENAMHI","OMM"
352,"Ravelo","Potosi","Chayanta","Ravelo",-18.8047,-65.5119,3200,"Meteorológica de 3er Orden","SENAMHI","OMM"
353,"Ravelo - GPRS","Potosi","Chayanta","Ravelo",-18.8011,-65.5239,3238,"Meteorológica de 2do Orden","Municipio","Banco Mundial"
354,"Casin","Potosi","Cornelio Saavedra","Betanzos",-19.3806,-65.2128,2931,"Meteorológica de 3er Orden","SENAMHI","OMM"
355,"Pampas de Lequezana","Potosi","Cornelio Saavedra","Betanzos",-19.5978,-65.3211,3266,"Meteorológica de 3er Orden","SENAMHI","FAO"
356,"Quivincha - GPRS","Potosi","Cornelio Saavedra","Betanzos",-19.5222,-65.5738,3312,"Meteorológica de 2do Orden","MMAyA (Ministerio de Medio Ambiente y Agua)","MMAyA (Ministerio de Medio Ambiente y Agua)"
357,"Chaqui","Potosi","Cornelio Saavedra","Chaqui",-19.6139,-65.6042,3437,"Meteorológica de 3er Orden","SENAMHI","OMM"
358,"Colavi","Potosi","Cornelio Saavedra","Tacobamba",-19.3158,-65.5472,3500,"Meteorológica de 4to Orden","SENAMHI","OMM"
359,"Tacobamba","Potosi","Cornelio Saavedra","Tacobamba",-19.1961,-65.55,3060,"Meteorológica de 4to Orden","SENAMHI","OMM"
360,"Acasio","Potosi","Gral.B.Bilbao","Acasio",-18.0167,-66.0833,3020,"Meteorológica de 4to Orden","SENAMHI","OMM"
361,"Acasio - GPRS","Potosi","Gral.B.Bilbao","Acasio",-18.0239,-66.0581,3900,"Meteorológica de 2do Orden","Municipio","Municipio"
362,"Caiza D","Potosi","Jose Maria Linares","Caiza ""D""",-20.0075,-65.6556,3114,"Meteorológica de 4to Orden","SENAMHI","OMM"
363,"Oronkota","Potosi","Jose Maria Linares","Ckochas",-19.5331,-64.8831,2043,"Meteorológica de 3er Orden","SENAMHI","OMM"
364,"Turuchipa","Potosi","Jose Maria Linares","Ckochas",-19.8,-64.95,2360,"Meteorológica de 4to Orden","SENAMHI","OMM"
365,"Chinoli","Potosi","Jose Maria Linares","Puna",-19.6481,-65.3611,3296,"Meteorológica de 1er Orden","SENAMHI","OMM"
366,"Puna","Potosi","Jose Maria Linares","Puna",-19.7972,-65.5033,3291,"Meteorológica de 3er Orden","SENAMHI","OMM"
367,"Ñuqui","Potosi","Jose Maria Linares","Puna",-19.9686,-65.3039,3307,"Meteorológica de 3er Orden","SENAMHI","FAO"
368,"Molle Punko - GPRS","Potosi","Jose Maria Linarez","Ckochas",-21.7642,-66.2319,3338,"Meteorológica de 2do Orden","FAO - Municipio","FAO - Municipio"
369,"Mojo","Potosi","Modesto Omiste","Villazon",-21.8292,-65.5506,3422,"Meteorológica de 3er Orden","SENAMHI","OMM"
370,"Villazón","Potosi","Modesto Omiste","Villazón",-22.0833,-65.6,3443,"Meteorológica de 3er Orden","SENAMHI","OMM"
371,"Cotagaita_Mosoj Llajta","Potosi","Nor Chichas","Cotagaita",-20.8222,-65.6469,2616,"Meteorológica de 3er Orden","SENAMHI","OMM"
372,"Palca Higueras","Potosi","Nor Chichas","Cotagaita",-20.6919,-65.4356,2440,"Meteorológica de 4to Orden","SENAMHI","OMM"
373,"Ramadas","Potosi","Nor Chichas","Cotagaita",-21.0833,-65.6333,3254,"Meteorológica de 4to Orden","SENAMHI","OMM"
374,"Tumusla","Potosi","Nor Chichas","Cotagaita",-20.4667,-65.6158,2580,"Meteorológica de 3er Orden","SENAMHI","OMM"
375,"Ñoquejza","Potosi","Nor Chichas","Cotagaita",-20.6667,-65.6667,3565,"Meteorológica de 4to Orden","SENAMHI","FAO"
376,"Aripalca-GPRS","Potosi","Nor Chichas","Vitichi",-20.5517,-65.4914,2532,"Meteorológica de 2do Orden","Municipio","Municipio"
377,"Caisilla-GPRS","Potosi","Nor Chichas","Vitichi",-20.2997,-65.2967,3326,"Meteorológica de 2do Orden","Municipio","Municipio"
378,"Chalavi-GPRS","Potosi","Nor Chichas","Vitichi",-20.3408,-65.4789,3177,"Meteorológica de 2do Orden","Municipio","Municipio"
379,"Kehuaca Grande-GPRS","Potosi","Nor Chichas","Vitichi",-20.4761,-65.3939,2801,"Meteorológica de 2do Orden","Municipio","Municipio"
380,"Tambalilla-GPRS","Potosi","Nor Chichas","Vitichi",-20.1239,-65.4122,3371,"Meteorológica de 2do Orden","Municipio","Municipio"
381,"Totoca-GPRS","Potosi","Nor Chichas","Vitichi",-20.4464,-65.4831,2656,"Meteorológica de 2do Orden","Municipio","Municipio"
382,"Vitichi","Potosi","Nor Chichas","Vitichi",-20.2156,-65.4931,3012,"Meteorológica de 3er Orden","SENAMHI","OMM"
383,"Vitichi-GPRS","Potosi","Nor Chichas","Vitichi",-20.2014,-65.49,2993,"Meteorológica de 2do Orden","Municipio","Municipio"
384,"Yawisla-GPRS","Potosi","Nor Chichas","Vitichi",-20.2381,-65.3833,3013,"Meteorológica de 2do Orden","Municipio","Municipio"
385,"Atulcha - GPRS","Potosi","Nor Lipez","Colchaka",-20.5689,-67.6425,3850,"Meteorológica de 2do Orden","Municipio","Municipio"
386,"Colcha K","Potosi","Nor Lipez","Colchaka",-20.7367,-67.6583,3780,"Meteorológica de 3er Orden","SENAMHI","OMM"
387,"Colcha K - GPRS","Potosi","Nor Lipez","Colchaka",-20.7425,-67.6603,3780,"Meteorológica de 2do Orden","Municipio Colcha K","Municipio Colcha K"
388,"Kocani - GPRS","Potosi","Nor Lipez","Colchaka",-21.1828,-66.5658,3800,"Meteorológica de 2do Orden","Municipio Colcha K","Municipio Colcha K"
389,"Llipi","Potosi","Nor Lipez","Colchaka",-20.7603,-67.3464,3681,"Meteorológica de 2do Orden","SENAMHI","FAO"
390,"San Juan del Rosario - GPRS","Potosi","Nor Lipez","Colchaka",-20.9164,-67.765,3780,"Meteorológica de 2do Orden","Municipio","Municipio"
391,"Vinto K - GPRS","Potosi","Nor Lipez","Colchaka",-20.6864,-67.0253,3780,"Meteorológica de 2do Orden","Municipio","Municipio"
392,"Irupata (GPRS)","Potosi","Rafael Bustillo","Chayanta",-18.4072,-66.3986,3839,"Meteorológica de 2do Orden","EVAs - Municipio","EVAs - Municipio"
393,"Llallagua","Potosi","Rafael Bustillo","Llallagua",-18.425,-66.5603,3805,"Meteorológica de 1er Orden","SENAMHI","FAO"
394,"Apacheta","Potosi","San Pablo de Lipez","San Pablo de Lipez",-22.4403,-67.8053,5040,"Meteorológica de 3er Orden","SENAMHI","FAO"
395,"Atocha","Potosi","Sud Chichas","Atocha",-20.93,-66.2189,3700,"Meteorológica de 4to Orden","SENAMHI","OMM"
396,"Chuquiago","Potosi","Sud Chichas","Tupiza",-21.5614,-65.6411,2841,"Meteorológica de 3er Orden","SENAMHI","FAO"
397,"Oploca","Potosi","Sud Chichas","Tupiza",-21.3333,-65.8333,3121,"Meteorológica de 4to Orden","SENAMHI","OMM"
398,"Peña Amarilla - GPRS","Potosi","Sud Chichas","Tupiza",-21.1836,-65.6007,3339,"Meteorológica de 2do Orden","Municipio","Municipio"
399,"Salo","Potosi","Sud Chichas","Tupiza",-21.2333,-65.7667,3245,"Meteorológica de 3er Orden","SENAMHI","FAO"
400,"San Jose Pampa Grande","Potosi","Sud Chichas","Tupiza",-21.6833,-65.8167,3000,"Meteorológica de 4to Orden","SENAMHI","OMM"
401,"Santa Rosa - GPRS","Potosi","Sud Chichas","Tupiza",-21.5651,-65.6214,2854,"Meteorológica de 2do Orden","Municipio","Municipio"
402,"Talina","Potosi","Sud Chichas","Tupiza",-21.7522,-65.8253,3093,"Meteorológica de 4to Orden","SENAMHI","OMM"
403,"Talina - GPRS","Potosi","Sud Chichas","Tupiza",-21.7,-65.9,3109,"Meteorológica de 2do Orden","FAO - Municipio","FAO - Municipio"
404,"Tupiza","Potosi","Sud Chichas","Tupiza",-21.4383,-65.7153,2923,"Meteorológica de 2do Orden","SENAMHI","OMM"
405,"San Antonio de Esmoruco","Potosi","Sud Lipez","San Antonio de Esmoru",-21.9517,-66.5194,3701,"Meteorológica de 3er Orden","SENAMHI","OMM"
406,"San Pablo de Lipez","Potosi","Sud Lipez","San Pablo de Lipez",-21.6831,-66.6139,4256,"Meteorológica de 2do Orden","SENAMHI","OMM"
407,"Chalviri - GPRS","Potosi","Tomas Frias","Potosí",-19.6556,-65.696,0,"Meteorológica de 2do Orden","VRHR - MMAyA","Banco Mundial"
408,"Potosi - Aeropuerto","Potosi","Tomas Frias","Potosí",-19.5436,-65.7194,3917,"Meteorológica de 2do Orden","AASANA","AASANA"
409,"Potosi - Los Pinos","Potosi","Tomas Frias","Potosí",-19.5833,-65.75,3950,"Meteorológica de 2do Orden","SENAMHI","OMM"
410,"Samasa","Potosi","Tomas Frias","Potosí",-19.4981,-65.6244,3650,"Meteorológica de 3er Orden","SENAMHI","OMM"
411,"Tarapaya","Potosi","Tomas Frias","Potosí",-19.4717,-65.7947,3355,"Meteorológica de 2do Orden","SENAMHI","OMM"
412,"Actara","Potosi","Tomas Frias","Tinguipaya",-19.0725,-65.9617,3482,"Meteorológica de 4to Orden","SENAMHI","OMM"
413,"Tinguipaya","Potosi","Tomas Frias","Tinguipaya",-19.2392,-65.8283,3706,"Meteorológica de 3er Orden","SENAMHI","OMM"
414,"Yocalla","Potosi","Tomas Frias","Yocalla",-19.3889,-65.9103,3426,"Meteorológica de 3er Orden","SENAMHI","OMM"
415,"Emborozu","Tarija","Aniceto Arce","Padcaya",-22.2669,-64.5544,881,"Meteorológica de 4to Orden","SENAMHI","OMM"
416,"Bermejo - Aeropuerto","Tarija","Arce","Bermejo",-22.7708,-64.3117,385,"Meteorológica de 2do Orden","AASANA","AASANA"
417,"Cañas","Tarija","Arce","Padcaya",-21.9022,-64.8508,2078,"Meteorológica de 3er Orden","SENAMHI","OMM"
418,"La Mamora","Tarija","Arce","Padcaya",-22.1781,-64.6644,1233,"Meteorológica de 3er Orden","SENAMHI","FAO"
419,"La Merced","Tarija","Arce","Padcaya",-22.0247,-64.6767,1509,"Meteorológica de 3er Orden","SENAMHI","OMM"
420,"Ce.Na.Vit.","Tarija","Aviles","Uriondo",-21.7253,-64.6581,1730,"Meteorológica de 3er Orden","SENAMHI","OMM"
421,"Juntas","Tarija","Aviles","Uriondo",-21.8103,-64.7975,1882,"Meteorológica de 4to Orden","SENAMHI","OMM"
422,"Pasajes (GPRS)","Tarija","Aviles","Yunchara",-21.7461,-65.0883,3668,"Meteorológica de 2do Orden","Municipio de Yunchará","Municipio de Yunchará"
423,"Rodeo (GPRS)","Tarija","Aviles","Yunchara",-21.5906,-65.1275,3391,"Meteorológica de 2do Orden","Municipio de Yunchará","Municipio de Yunchará"
424,"San Luis de Palqui","Tarija","Aviles","Yunchara",-21.5578,-65.135,3321,"Meteorológica de 4to Orden","SENAMHI","FAO"
425,"Tojo","Tarija","Aviles","Yunchara",-21.8189,-65.3264,2643,"Meteorológica de 4to Orden","SENAMHI","OMM"
426,"Yunchara","Tarija","Aviles","Yunchara",-21.8258,-65.2286,3580,"Meteorológica de 4to Orden","SENAMHI","FAO"
427,"Yuticancha (GPRS)","Tarija","Aviles","Yunchara",-21.9156,-65.0653,3815,"Meteorológica de 2do Orden","Municipio de Yunchará","Municipio de Yunchará"
428,"Zurita (GPRS)","Tarija","Aviles","Yunchara",-21.7539,-65.2394,3463,"Meteorológica de 2do Orden","Municipio de Yunchará","Municipio de Yunchará"
429,"Presa Calderas - GPRS","Tarija","Cercado","Cercado",-21.45073,-64.578193,2162,"Meteorológica de 2do Orden","Gobernacion de Tarija","Banco Mundial"
430,"Huacata - GPRS","Tarija","Cercado","Tarija",-21.233,-64.8033,0,"Meteorológica de 2do Orden","VRHR - MMAyA","Banco Mundial"
431,"Pinos Sud","Tarija","Cercado","Tarija",-21.7347,-64.8783,2118,"Meteorológica de 4to Orden","SENAMHI","OMM"
432,"San Andres","Tarija","Cercado","Tarija",-21.6233,-64.815,1987,"Meteorológica de 3er Orden","SENAMHI","OMM"
433,"San Jacinto - GPRS","Tarija","Cercado","Tarija",-21.6005,-64.7257,0,"Meteorológica de 2do Orden","VRHR - MMAyA","Banco Mundial"
434,"San Jacinto Sud","Tarija","Cercado","Tarija",-21.6103,-64.72,1820,"Meteorológica de 4to Orden","SENAMHI","OMM"
435,"Tarija - Aeropuerto","Tarija","Cercado","Tarija",-21.5467,-64.7108,1849,"Meteorológica de 2do Orden","AASANA","AASANA"
436,"Turumayo","Tarija","Cercado","Tarija",-21.5567,-64.7783,1978,"Meteorológica de 3er Orden","SENAMHI","OMM"
437,"Yesera Norte","Tarija","Cercado","Tarija",-21.3722,-64.5508,2267,"Meteorológica de 3er Orden","SENAMHI","OMM"
438,"Yesera Sur","Tarija","Cercado","Tarija",-21.4672,-64.5583,2092,"Meteorológica de 3er Orden","SENAMHI","FAO"
439,"Itau","Tarija","Gran Chaco","Carapari",-21.7042,-63.8686,970,"Meteorológica de 4to Orden","SENAMHI","OMM"
440,"Aguaraycito","Tarija","Gran Chaco","Villamontes",-21.39,-63.4122,396,"Meteorológica de 3er Orden","SENAMHI","OMM"
441,"Caigua - GPRS","Tarija","Gran Chaco","Villamontes",-21.1414,-63.4578,654,"Meteorológica de 2do Orden","MMAyA (Ministerio de Medio Ambiente y Agua)","MMAyA (Ministerio de Medio Ambiente y Agua)"
442,"Chimeo - GPRS","Tarija","Gran Chaco","Villamontes",-21.1958,-63.4375,400,"Meteorológica de 2do Orden","SENAMHI","FAO"
443,"El Mezquinado","Tarija","Gran Chaco","Villamontes",-21.3458,-63.0283,459,"Meteorológica de 4to Orden","SENAMHI","FAO"
444,"Palmar Grande","Tarija","Gran Chaco","Villamontes",-21.5314,-63.4419,464,"Meteorológica de 3er Orden","SENAMHI","OMM"
445,"Palo Marcado","Tarija","Gran Chaco","Villamontes",-21.4547,-63.1081,334,"Meteorológica de 4to Orden","SENAMHI","FAO"
446,"Villa Montes - Aeropuerto","Tarija","Gran Chaco","Villamontes",-21.2547,-63.4075,403,"Meteorológica de 2do Orden","AASANA","AASANA"
447,"Villamontes Bombeo","Tarija","Gran Chaco","Villamontes",-21.2611,-63.5033,383,"Meteorológica de 4to Orden","SENAMHI","FAO"
448,"Algarrobal - GPRS","Tarija","Gran Chaco","Yacuiba",-21.8394,-63.5969,598,"Meteorológica de 2do Orden","Gobierno Autonomo Regional del Chaco Tarijeño - Yacuiba","Gobierno Autonomo Regional del Chaco Tarijeño - Yacuiba"
449,"Algarrobillas","Tarija","Gran Chaco","Yacuiba",-21.8556,-63.2939,468,"Meteorológica de 4to Orden","SENAMHI","OMM"
450,"Crevaux","Tarija","Gran Chaco","Yacuiba",-21.8247,-62.9175,292,"Meteorológica de 4to Orden","SENAMHI","OMM"
451,"Sachapera","Tarija","Gran Chaco","Yacuiba",-21.6606,-63.5506,619,"Meteorológica de 4to Orden","SENAMHI","OMM"
452,"Yacuiba - Aeropuerto","Tarija","Gran Chaco","Yacuiba",-21.9656,-63.6544,645,"Meteorológica de 3er Orden","AASANA","AASANA"
453,"Campanario","Tarija","Méndez","El Puente",-21.5125,-64.9756,3460,"Meteorológica de 3er Orden","SENAMHI","OMM"
454,"Carrizal","Tarija","Méndez","El Puente",-21.4386,-65.2394,2447,"Meteorológica de 4to Orden","SENAMHI","FAO"
455,"El Puente","Tarija","Méndez","El Puente",-21.2381,-65.2061,2345,"Meteorológica de 4to Orden","SENAMHI","OMM"
456,"Paicho Centro","Tarija","Méndez","El Puente",-21.1453,-64.9544,2570,"Meteorológica de 4to Orden","SENAMHI","FAO"
457,"Tomayapo Pueblo","Tarija","Méndez","El Puente",-21.2683,-65.045,2734,"Meteorológica de 4to Orden","SENAMHI","OMM"
458,"Alto Cajas","Tarija","Méndez","Villa San Lorenzo",-21.3061,-64.4681,2422,"Meteorológica de 4to Orden","SENAMHI","OMM"
459,"Coimata","Tarija","Méndez","Villa San Lorenzo",-21.4992,-64.7889,2027,"Meteorológica de 3er Orden","SENAMHI","OMM"
460,"Quebrada de Cajas","Tarija","Méndez","Villa San Lorenzo",-21.1606,-64.4033,1072,"Meteorológica de 4to Orden","SENAMHI","FAO"
461,"Sella Quebradas","Tarija","Méndez","Villa San Lorenzo",-21.3864,-64.6811,2145,"Meteorológica de 3er Orden","SENAMHI","OMM"
462,"Trancas","Tarija","Méndez","Villa San Lorenzo",-21.3081,-64.8158,2198,"Meteorológica de 3er Orden","SENAMHI","OMM"
463,"Tucumillas","Tarija","Méndez","Villa San Lorenzo",-21.4611,-64.8311,2557,"Meteorológica de 3er Orden","SENAMHI","OMM"
464,"Berety","Tarija","O'Connor","Entre Rios",-21.445,-64.0381,1103,"Meteorológica de 4to Orden","SENAMHI","OMM"
465,"El Huayco","Tarija","O'Connor","Entre Rios",-21.3175,-64.2533,1510,"Meteorológica de 4to Orden","SENAMHI","FAO"
466,"Machigua","Tarija","O'Connor","Entre Rios",-20.9583,-64.1419,752,"Meteorológica de 4to Orden","SENAMHI","FAO"
467,"Narvaez","Tarija","O'Connor","Entre Rios",-21.4081,-64.2794,1723,"Meteorológica de 4to Orden","SENAMHI","OMM"
468,"Palos Blancos","Tarija","O'Connor","Entre Rios",-21.415,-63.7814,763,"Meteorológica de 4to Orden","SENAMHI","OMM"
469,"Puente Aruma","Tarija","O'Connor","Entre Rios",-20.9156,-64.1114,636,"Meteorológica de 4to Orden","SENAMHI","FAO"
470,"Puerto Margarita","Tarija","O'Connor","Entre Rios",-21.1906,-63.7614,495,"Meteorológica de 4to Orden","SENAMHI","OMM"
471,"Saladito Centro","Tarija","O'Connor","Entre Rios",-21.3189,-64.1228,857,"Meteorológica de 4to Orden","SENAMHI","FAO"
472,"San Josecito","Tarija","O'Connor","Entre Rios",-21.1692,-64.2358,907,"Meteorológica de 4to Orden","SENAMHI","OMM"
473,"Saykan Perulas","Tarija","O'Connor","Entre Rios",-21.7158,-64.0956,1356,"Meteorológica de 4to Orden","SENAMHI","FAO"
474,"Tarupayo","Tarija","O'Connor","Entre Rios",-21.3281,-63.955,786,"Meteorológica de 4to Orden","SENAMHI","OMM"
475,"Timboy","Tarija","O'Connor","Entre Rios",-21.1742,-64.0664,770,"Meteorológica de 4to Orden","SENAMHI","OMM"
476,"Entre RÍos","Tarija","O'Connor","Entre RÍos",-21.5031,-64.1706,1260,"Meteorológica de 4to Orden","SENAMHI","OMM"
